Major,"Date 
Contacted",Eggs,Milk,Fish,Shellfish,Peanuts,Tree Nuts,Sesame,Soy,Wheat/Gluten,Vegan,Vegetarian,Halal,Kosher,Other,Intial Concern,Hall (Living/Eating),Class Type,Notes,RCPD,Specialist,Dining Accommodation
,10/15/21,,,,,,,,,x,,,,,,,Unknown,Unknown,,,,
,10/15/21,,,,,,,,,,,,,,,Requesting nutritionals,Unknown,Unknown,,,,
,10/18/21,x,x,,,,,,,x,,,,,"red meat, pork, onion, garlic",,Unknown,Freshman,,,,
,10/18/21,,x,,,,,,,x,,,,,,,Wonders,Freshman,,,,
,10/19/21,,,,,,,,,,,,,,,Questions about alcohol in menu items,Unknown,Unknown,,,,
,10/19/21,,,,,,,,,,,,,,,Requesting panini nutritionals,Unknown,Unknown,,,,
,10/20/21,,,,,,,,,,,,,,,Requesting UFC nutrition information,Unknown,Unknown,,,,
,10/2/21,,,,,,,,,,,,,,Diabetes,,Mason,Sophomore,,,,
,10/3/21,,,,x,,,,x,x,x,,,,,Requesting individualized meals & MP refund,Williams,Freshman,,X,Caleb,Moved to Williams; meal plan refund
,10/28/21,,,,,,,,,,,,,,Crohn's Disease & Prediabetes,Requesting concenssions nutritionals,Unknown,Unknown,,,,
,11/1/21,,,,,,,,,,,,,,unknown dietary restrictions,,Holmes,Freshman,,,,
Exploratory Preference,11/2/21,,,,,,,,,,,,,,Whey/Casein allergies,Mom reports of diarrhea from eating in the dining hall; requesting refund,Bryan,Freshman,,,,
,11/2/21,,,,,,,,,,,,,,Chronic Gastritis/GERD,Follows Acid Watcher diet/protocol; Intuitive Eating,Owen,Graduate,,X,Caleb,Order ahead @ Thrive
,11/3/21,,,,,,,,,,x,,,,,Vegan/Vegetarian protein options @ Landon,Yakeley,Unknown,,,,
,11/3/21,,,,,,,,,,,x,,,,Vegetarian options @ Gallery,Abbbot,Unknown,,,,
,2/2/22,,,,,,,,,,,,x,,,Son eats Halal- questions about where to find,Case,Freshman,,,,
,1/31/22,x,x,,,x,x,,,,,,,,legumes,,Unknown,Prospective,,,,
,1/31/22,,x,,,x,x,x,,,,,,,,Questions about access to Sparty's info,Unknown,Prospective,,,,
,1/28/22,,,,,,,,,,,,,,,Looking for Almond milk @ Akers,Akers,Freshman,,,,
,2/1/22,x,x,x,x,x,x,x,,,,,,,"Beef, Pork, Gelatin (due to beef)",,Unknown,Prospective,,,,
,12/30/21,x,,,,,,,,,,x,x,,,,Emmons,Unknown,,,,
,1/8/22,,,,,,,,,,,,x,,,,Wilson,Unknown,,,,
,12/11/21,,,,,,,,,,,x,,,,,Unknown,Unknown,,,,
,12/8/21,,,,,,,,,x,,,,,Celiac,,Unknown,Prospective,,,,
,12/6/21,,,,,,,,,x,,,,,Celiac,,Unknown,Prospective,,,,
,12/3/21,,x,,,,,,,,,,,,,,McDonel,Freshman,,,,
,11/19/21,,x,,,,,,,x,,,,,Glucose ,,Case,Unknown,,,,
,11/18/21,,,,,,,,,,,,,,,Access to nutritional information,Unknown,Unknown,,,,
,11/16/21,,,,,,,,,x,,,,,Celiac; Corn Sensitivity,,Unknown,Prospective,,,,
,11/16/21,,,,,,,,,,,,,,,Wondering about milk served- brand/distributor ,Unknown,Unknown,,,,
,11/15/21,,x,,,x,x,x,,,,,,,,,Unknown,Prospective,,,,
,11/9/21,,,x,x,x,x,x,,,,,,,,,Unknown,Unknown,,,,
,2/4/22,,,,,,,,,,,,,,,Daughter can't find healthy choices @ Case,Case,Sophomore,,,,
,2/8/22,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
,2/10/22,,,,,,,,,,x,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,2/10/22,,,,,,,,,,,,,,"Potatoes (all forms), tomato, corn, garlic, black/white/red pepper, vinegars, citric acid, modified food starch, and dried onions",,Brody,Freshman,,X,Caleb,Yes-meal plan @ Brody
,2/10/22,,,,,,,,,x,,,,,,,Brody,Unknown,,,,
,2/11/22,,,,,,,,,x,,,,,,,Unknown,Prospective,,,,
,2/15/22,,,,,,,,,x,,,,,Celiac,,Unknown,Incoming Freshman,,,,
,2/22/22,x,,,,x,x,,x,,,x,,,"Potato, Coconut, Chickpeas, Green Peas, Legumes, High Protein",,Hubbard,Freshman,,X,Caleb,Order ahead meals in East
,2/23/22,,,,,,,,,,,x,,,,Difficulty finding options @ Akers,Akers,Sophomore,,,,
,2/25/22,,x,,,,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,2/25/22,,,,,,,,,,,,,,Keto,Questions about finding optiosn on MSUtrition,Case,Unknown,,,,
,2/25/22,,,,,,,,,,x,,,,,Wants housing exemption next year d/t being a picky eater,Holden,Freshman,,,,
,3/1/22,,x,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,1/10/22,,,,,,,,,,,x,,,"Sodium Nitrate, Nitrite, Gelatin, Spice; Texture issues",,Akers,Freshman,,X,Kelsey,Order ahead meals in East
,3/2/22,,,,x,x,x,,,,,,,,,Requesting allergen info for Breslin,Unknown,Unknown,,,,
,3/7/22,,,,,,,,,,,,,,Crohn's Disease,Requesting 2nd year LiveOn exemption,Unknown,Freshman,,X,Kiersten,
,3/10/22,x,x,,,x,x,x,,x,,,,,7 of 8 top allergens,,Holden,Sophomore,,,,
,3/10/22,,,,,,,,,,,,x,,,Ramadan questions,Unknown,Unknown,,,,
,3/11/22,,,,,,,,,x,,,,,Celiac,,Unknown,Transfer,,X,Ashley,
,3/14/22,x,x,,x,x,x,,x,,,,,,Corn,,Mayo,Sophomore,Apartment,X,Ashley,Likely exempt  from meal plan; will be apartment or off campus
,3/16/22,,x,,,,,,,x,,,,,,,Unknown,Unknown,,,,
,3/21/22,,,,,,,,,x,,,,,Celiac,,Holmes,Sophomore,,,,
,3/22/22,,x,,,x,x,x,,,,,,,"No red meat, legumes, lentils & peas",,Wonders,Sophomore,MP Exempt,X,Shelby,Meal Plan Exemption
James Madison,3/23/22,,,,,,,,,x,,,,,Celiac Disease,5 hospitalizations this year from exposure,Case,Freshman,,,Karen (Olin),
,3/25/22,x,x,x,,x,x,,x,,,,,,Almond/Almond Milk & Soy Lecithin okay,Housing request,Owen,Sophomore,,,,
,3/27/22,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,3/28/22,,,,,,,,,,,,,,Multiple,Housing Request,Unknown,Unknown,,,,
,3/31/22,,,,,,,,,,,,,,,Sparty's Market Nutritional Inquiry,Unknown,Unknown,,,,
,4/2/22,,,,,,,,,,,,,,Eating Disorder,Requesting to live in Case,Case,Freshman,,,,
,4/6/22,,,,,,,,,x,,,,,Celiac,,Off campus,Incoming Freshman,Spring 2023,,,
,4/7/22,,,,,,,,,,,,,x,,Questions about Kosher options,Unknown,Prospective,,,,
,5/1/22,,x,,,,,,,x,,,,,,,On campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,x,,,,,,,McDonel,Sophomore,,,,
,5/1/22,,,,,,,,,x,,,,,,,On campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,,,x,,,,Butterfield,Sophomore,,,,
,5/1/22,,x,,,,,,,x,,,,,,,Holmes,Sophomore,,,,
,5/1/22,,,,,,,,,x,,,,,,,On campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,,x,x,,Lacto-Ovo Vegetarian,,On campus,Incoming Freshman,,,,
,5/1/22,,x,,,,,,,x,,,,,,,On campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,,x,x,,,,Case,Incoming Freshman,,,,
,5/1/22,,x,,,,,,,,,,,,,,On campus,Incoming Freshman,,,,
,4/10/22,,,,,,,,,x,,,,,,,Wonders,Sophomore,,,,
,5/1/22,,,x,,x,x,,,,,,,,,,Holden,Sophomore,,,,
,4/11/22,,,,,,,,,x,,,,,Celiac,Attending Inside MSU,Case,Sophomore,,,,
,4/11/22,,,,,,,,,x,,,,,Celiac,Attending Inside MSU,On Campus,Incoming Freshman,,x,Lynne,To-go boxes for meals (versus plate ware) @ Akers
,4/11/22,,,,,,,,,x,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,4/11/22,,,,,,,,,x,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,4/11/22,,x,,,,,,,x,,,,,,,Campbell ,Incoming Freshman,,,,
,3/13/22,x,,,,,x,,,,,,,,,,Owen,Sophomore,,,,
,4/12/22,,,,,,,,,x,,,,,Intolerance,,On campus,Incoming Freshman,,,,
,4/13/22,,,,,,,,,,x,,,,,Requesting meal plan cancellation,Holmes,Unknown,,,,
,4/18/22,x,x,,x,x,,,,,,,,,"Coconut, Pineapple ""lots more""",Requesting access to nonshared kitchen,On campus,Incoming Freshman,,,,
Lyman Briggs,4/18/22,,,,,x,x,,,,,,,,,Requesting to room w/ someone that has similar allergies,Holmes,Incoming Freshman,,,,
,4/15/22,,,,,,,,,,,,x,,,,On campus,Incoming Freshman,,,,
,4/16/22,,,,,,,,,,,,x,,,,McDonel,Sophomore,,,,
,4/16/22,,,,,x,x,,,,,,,,Sunflower,,Owen,Sophomore,,x,Colleen,
,4/16/22,,,,,x,,,,,,x,,,,,Unknown,Prospective,,,,
,4/16/22,,,x,,x,x,,,,,,,,,,Unknown,Prospective,,,,
,4/16/22,,x,,,,,,,x,,,,,"Onion, Garlic (Low FODMAP)",,Phillips,Sophomore,,,,
,4/16/22,,x,,,,,,,,,,,,,,Holden,Sophomore,,,,
,4/16/22,x,,,,,,,,,,,,,Texture Sensitivity,,Phillips,Sophomore,,,,
,4/16/22,,,,,,,,,,,,,,"Garlic, onion, cherry, honey, mushroom, Pescatarian",,Shaw,Sophomore,,,,
,4/16/22,x,,,,x,x,,,,,,,,,,Shaw,Sophomore,,,,
,4/16/22,,,,,,,,,x,,,,,,,Unknown,Prospective,,,,
,4/16/22,,,,x,x,x,,,,,,,,,,Unknown,Prospective,,,,
,4/16/22,,,,,,x,,,,,,,,,,Unknown,Prospective,,,,
Arts and Humanities,4/18/22,,,,,,,,,x,,,,,Celiac,,Phillips,Incoming Freshman,,,,
Communication,4/19/2022,,,,,,,,,x,,,,,Celiac,,Wonders,Sophomore,,,,
,4/19/22,,,,,,,,,x,,,,,Celiac,,McDonel,Sophomore,,,,
Computer Science Preference,5/1/22,,,,,,,,,x,,,,,,,Shaw,Sophomore,,,,
Journalism,5/1/22,,x,,,,,,,,,,,,,,Holden,Sophomore,,,,
Civil Engineering Preference,5/1/22,,,,,,,,,x,,,,,,,Wilson,Sophomore,,,,
,4/21/22,,,,,,,,,x,,,,,Celiac,,Wilson,Freshman,,x,Kiersten,OrderIt
Business-preference ,4/21/22,x,x,,,x,x,x,x,,,,,,Pea,,On campus,Incoming Freshman,,,,
Kinesiology,5/1/22,,,,,,,,,x,,,,,,,Landon,Sophomore,,,,
Kinesiology,4/24/22,,,,,,x,,,,,,,,"Cashews, Pistachios, Pink Peppercorn & Sumac",,Shaw,Sophomore,,,,
,4/25/2022,,,,,,,,,x,,,,,Celiac,,Unknown,Prospective,Fall 2023,,,
,4/26/22,,,,,x,,,,,,,,,,Attending Inside MSU,Unknown,Prospective,,,,
,4/26/22,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
Computer Science Preference,4/28/2022,x,x,,,x,x,x,,,,,,,Mustard,,Holmes,Sophomore,,,,
Electrical Engineer Preference,4/29/22,,,,,,x,,,,,,,,,,Wonders,Sophomore,,,,
Prenursing,5/1/22,,,x,x,,,,,,,x,,,,,On campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,x,,x,,,,Bailey,Incoming Freshman,,,,
Lyman Briggs,5/1/22,,,,,,,,,,,x,,,,,Shaw,Sophomore,,,,
,5/1/22,,,,,,,x,,,,,,,,,Unknown,Incoming Freshman,,,,
Criminal Justice,5/1/22,,,,,x,x,,,,,,,,apple skins,,Off campus,Incoming Freshman,Apartment,,,
Business-admitted,5/1/22,,x,,,,,,x,,,,,,,,McDonel,Incoming Freshman,,,,
Communication Leader & Strategy,5/1/22,,x,,,,,,,,,,,,,,On campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,,,x,,,,On campus,Incoming Freshman,,,,
Environ Biology/microbiology,5/1/22,,,,,,,,,,x,x,,,,,On campus,Incoming Freshman,,,,
Biochemistry & Molecular Biology,5/1/22,x,,x,x,x,x,,,,,,,,,,Holmes,Sophomore,,,,
Special Ed-learn Disabilities,5/1/22,,,,,,,,,,,,,x,,,Landon,Sophomore,,,,
Computer Science Preference,5/1/22,,,,,,,,,,,x,,,,,On campus,Incoming Freshman,,,,
Exploratory Preference,5/1/22,,,x,,,,,,,,,,,,,Off campus,Incoming Freshman,,,,
Mechanical Engineer Preference,5/1/22,,,,,x,x,,,,,,,,,,Shaw,Sophomore,,,,
Business-admitted,5/1/22,,,,,x,x,,,,,,,,,,Van Hoosen,Sophomore,,,,
Neuroscience,5/1/22,,x,,,x,x,,,,,,,,,,Shaw,Sophomore,,,,
Psychology,5/1/22,,,,,,,,,,,x,,,,,On campus,Incoming Freshman,,,,
Communicative Sciences Disord,5/9/22,,,x,x,x,x,,x,,,,,,"Avocado, Banana, Apples, Quinoa, Flax, Oats",,Owen,Transfer,Senior,X,Ginger,
Psychology,5/1/22,x,,,,x,x,x,x,,,,,,"Celery, Carrots, All Fruits",,On campus,Incoming Freshman,,,,
Engineering-Exploratory,5/1/22,,x,,,,,,,,,,,,,,Wonders,Sophomore,,,,
Lyman Briggs,5/1/22,,,,,x,x,,,,,,,,,,Holmes,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
Biochem&molecular Biol/biotech,5/1/22,,,,,,,,,,,,x,,,,On campus,Incoming Freshman,,,,
Animal Science,5/1/22,,,,,,,,,,x,x,,,,,On campus,Incoming Freshman,,,,
Mechanical Engineer Preference,5/16/22,,,,,x,x,,,,,,,,,Housing request for roommate with similar allergies,Wonders,Sophomore,,,,
Biology,5/1/22,,,,,,,,,x,,,,,,,Holmes,Sophomore,,,,
Anthropology,5/1/22,,,x,,,,,,,,x,,,,,Holden,Sophomore,,,,
Education,5/1/22,,,,,,,,,x,,x,,,,,Mayo,Incoming Freshman,,,,
Animal Science,5/1/22,,x,,,,,,,x,,,,,,,Owen,Sophomore,,,,
Urban and Regional Planning,5/1/22,,x,,,,,,,,,,,,,,Butterfield,Sophomore,,,,
Packaging ,5/1/22,,,,,,,,,x,,,,,,,On campus,Incoming Freshman,,,,
Prenursing,5/1/22,,x,,,x,x,x,,,,,,,,,Emmons,Sophomore,,,,
Computer Science Preference,5/1/22,,,,,,,,,,,,x,,,,Bailey,Sophomore,,,,
James Madison,5/1/22,,,,,,,,,,,x,,,,,Holden,Sophomore,,,,
Dietetics,5/1/22,,,,,,,,,,,x,,,,,Landon,Sophomore,,,,
Plant Biology,5/1/22,,,,,,,,,,,x,,,,,On campus,Incoming Freshman,,,,
Biochem&molecular Biol/biotech,5/1/22,,,,,x,x,,,,,,,,,,On campus,Incoming Freshman,,,,
Food Science,5/1/22,,,,,,,,,,,x,,,,,Wonders,Sophomore,,,,
Psychology,5/1/22,,,,,,,,,,,x,,,,,McDonel,Sophomore,,,,
,5/1/22,,,,,,x,,,,,,,,Pastrami,,Holmes,Incoming Freshman,,,,
Computer Science Preference,5/19/22,,,,,,,,,,,,,,"High blood pressure, high body fat & insulin resistance",,Unknown,Incoming Freshman,,,,
Business-admitted,5/1/22,,,,,,x,,,,,,,,,,Case,Sophomore,,,,
Human Biology,5/1/22,,,,,,,,,,,x,,,,,Phillips,Sophomore,,,,
Education,5/1/22,,,x,x,,,,,,,x,,,,,On Campus,Incoming Freshman,,,,
,5/21/22,,,,,,,,,x,,,,,Celiac,,Unknown,Prospective,,,,
Chemical Engineer Preference,5/1/22,,,,,,,,,,,,x,,,,Holden,Sophomore,,,,
Biomedical Laboratory Science,5/1/22,,,,,,,,,,,x,,,,,On Campus,Incoming Freshman,,,,
Computer Science Preference,5/1/22,,,,,,,,,,,,,,Pork,,On Campus,Incoming Freshman,,,,
History Education,5/1/22,,,,,,,,,,,x,,,,,Snyder,Sophomore,,,,
Computer Engineer Preference,5/1/22,x,,,,,,,,,,,,,,,On Campus,Incoming Freshman,,,,
Theatre,5/1/22,,,,,,,,x,,,,,,Red Meat,,On Campus,Incoming Freshman,,,,
Business-admitted,5/1/22,,x,,,,,,,x,,,,,,,Akers,Incoming Freshman,,,,
Business-preference ,5/1/22,,,,,,,,,x,,,,,,,Butterfield,Sophomore,,,,
Biomedical Laboratory Science,5/1/22,x,x,x,x,,,,,,,x,,,,,Mayo,Sophomore,,,,
Environmental Biol/plant Biol,5/1/22,,,,,,,,,x,,,,,Low FODMAP,,Mason,Sophomore,,,,
Biomedical Laboratory Science,5/1/22,x,x,,,x,x,x,,,,,,,Beef,,Owen,Sophomore,,,,
Exploratory Preference,5/1/22,,,,,,,,,x,,,,,,,Akers,Incoming Freshman,,,,
,5/25/22,,x,,,x,x,,,,,,,,"Kiwi, Banana, Avocado",,Owen,Conference,Summer Semester Program,,,
Political Science- Prelaw,5/1/22,,x,,,,,,,,,,,,,,Holden,Sophomore,,,,
Political Science- Prelaw,5/1/22,,,,,,,,,x,x,,,,,,On Campus,Incoming Freshman,,,,
Preveterinary ,5/1/22,,,,,,,,,,,x,,,,,Holden,Sophomore,,,,
Preveterinary ,5/1/22,,,,,x,x,,,,,,,,,,Wilson,Sophomore,,,,
Neuroscience,5/1/22,x,x,,,x,,,,,,,,,,,Campbell ,Sophomore,,,,
Packaging ,5/1/22,,x,,,,x,,,,,,,,,,Holden,Sophomore,,,,
,5/1/22,,x,,,,,,,x,,,,,,,On Campus,Incoming Freshman,,,,
Sociology,5/1/22,,,,,,,,,,,,,,,,Shaw,Sophomore,,,,
Prenursing,5/1/22,,,,,x,x,,,,,,,,,,On Campus,Incoming Freshman,,,,
Arts and Humanities,5/1/22,,,,,,,,,,,x,,,,,On Campus,Incoming Freshman,,,,
Prenursing,5/1/22,,,x,x,x,x,x,,,,,,,,,On Campus,Incoming Freshman,,,,
Human Biology,5/1/22,,,,,,,,,x,x,,,,,,Holden,Sophomore,,,,
Human Biology,5/1/22,,,,,x,,,x,x,,,,,,,Holden,Sophomore,,,,
James Madison,5/1/22,,,,,,x,,,,,,,,,,Case,Sophomore,,,,
Criminal Justice,5/1/22,,,,,,,,,x,,,,,,,On Campus,Incoming Freshman,,,,
Chemistry,5/1/22,,,x,x,x,x,,,,,,,,,,Shaw,Sophomore,,,,
Computer Science Preference,5/27/22,,,,x,x,x,,,,,,,,,,Holmes,Sophomore,,,,
Exploratory Preference,5/1/22,,,,,,,,,x,,,,,,,Owen,Sophomore,,,,
Human Biology,5/1/22,,,,,,,,,x,,,,,,,On Campus,Incoming Freshman,,,,
Business-admitted,5/1/22,,,,,,,,,x,,,,,Corn,,Case,Incoming Freshman,,,,
,5/1/22,,,,,,,,,x,,,,,,,Mayo,Incoming Freshman,,,,
,5/1/22,x,,,,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
Exploratory Preference,5/1/22,,,,,,,,,,x,,,,,,Shaw,Sophomore,,,,
Nutritional Sciences,5/1/22,,,,,,,,,,,x,,,,,On Campus,Incoming Freshman,,,,
Lyman Briggs,5/1/22,,,,,,,,,,,x,,,,,Holmes,Sophomore,,,,
Criminal Justice,5/31/22,,,,,,,,,x,,,,,Celiac,,On Campus,Incoming Freshman,,,,
Business-preference ,5/1/22,x,x,,,,,,x,x,,,,,Alkaline Diet,,Holden,Sophomore,Apartment,,,
Exploratory Preference,6/1/22,,,,,x,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
Psychology,5/1/22,,,,,,,,,,,x,,,,,Landon,Sophomore,,,,
,5/1/22,,,,,,,,,,,x,,,,,On Campus,Incoming Freshman,,,,
Journalism,5/1/22,,,,,,,,,,,x,,,,,McDonel,Sophomore,,,,
Advertising Management,5/1/22,,,,,,,,,,,,,,Roman Catholic- no meat on Fridays,,Shaw,Sophomore,,,,
Zoology,5/1/22,,,,,,,,,x,,,,,,,Off Campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,x,,,,,,,Campbell ,Sophomore,,,,
English,5/1/22,,,,,,,,,x,,,,,,,On Campus,Incoming Freshman,,,,
Lyman Briggs,5/1/22,,,,,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,x,,,,,,Wonders,Sophomore,,,,
Civil Engineering Preference,5/1/22,,,,,,,,,,,,,,Pescatarian,,Mason,Sophomore,,,,
Lyman Briggs,5/1/22,,,,,x,,,,,,,,,,,Holden,Sophomore,,,,
Envir Studies & Sustainability ,5/1/22,,,,,,,,,,,x,,,,,Bailey,Sophomore,,,,
Biological Science-second Educ,5/1/22,,,,,,,,,,,,,,Type 1 Diabetes,,Shaw,Sophomore,,,,
Business-preference ,5/1/22,,,,,,,,,,,x,,,,,On Campus,Incoming Freshman,,,,
English,5/1/22,,,,,,,,,,,x,,,,,Owen,Sophomore,,,,
Mechanical Engineer Preference,5/1/22,,,,,,,,,,,x,,,,,Wonders,Sophomore,,,,
,5/1/22,,x,,,,,,,,,,,,,,On Campus,Incoming Freshman,,,,
Environmental Engin Preference,5/1/22,,,,,,,,,x,,x,,,,,Wonders,Sophomore,,,,
Business-preference ,5/1/22,,,,,x,,,,,,,,,,,On Campus,Incoming Freshman,,,,
Exploratory Preference,5/1/22,,,,,,,,,,,x,,,,,On Campus,Incoming Freshman,,,,
Lyman Briggs,5/1/22,,,,,,x,,,,,,,,,,Holmes,Sophomore,,,,
Psychology,5/1/22,,,,,,,,,,,x,,,,,Mayo,Sophomore,,,,
Packaging ,5/1/22,,,,,,,,,,,,,x,,,On Campus,Incoming Freshman,,,,
Political Science,5/1/22,,,,,,,,,,,,,x,,,Armstrong,Incoming Freshman,,,,
Business-preference ,5/1/22,,,,,,,,,,,,x,,,,Van Hoosen,Sophomore,,,,
Zoology,5/1/22,,,,,,,,,,,,,,Pescatarian,,Snyder,Sophomore,,,,
Education,5/1/22,,,,,,,,,,,x,,,,,Snyder,Sophomore,,,,
Computer Engineer Preference,5/1/22,,x,,,,,,,,,,,,,,Emmons,Sophomore,,,,
Preveterinary ,5/1/22,x,,,,,,,,,,,,,,,Van Hoosen,Sophomore,,,,
Lyman Briggs,5/1/22,x,,,,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
Biosystems Engineer Preference,5/1/22,,,,,x,x,,,,,,,,Chickpeas,,Wonders,Sophomore,,,,
Business-preference ,5/1/22,,x,,,,,,,,,,,,,,On Campus,Incoming Freshman,,,,
,5/1/22,,,,,,,,,x,,,,,,,Case,Incoming Freshman,,,,
Lyman Briggs,5/1/22,,,,,,,,,,,x,,,,,Holmes,Sophomore,,,,
,6/4/22,,x,,,,,,x,x,,,,,,,Wonders,Unknown,Exchange,,,
,6/5/22,,,,,,,,,,,,x,,"Fish, Meat",,On Campus,Unknown,,,,
Kinesiology,6/6/22,,,,,,,,,x,,,,,Celiac,,Emmons,Unknown,,,,
James Madison,5/1/22,,,,,,,,,,,,,,eosinophilic esophagitis; eosinophilic gastroenterities,,Case,Sophomore,,,,
Mechanical Engineer Preference,5/1/22,,,,,,x,,,,,x,,,,,Case,Sophomore,,,,
Psychology,5/1/22,,x,,x,x,,,,,,,,,,,Shaw,Sophomore,,,,
Biochemistry & Molecular Biology,5/1/22,,,,,,,,,,,,,,Red Meat,,McDonel,Sophomore,,,,
Business-preference ,6/12/22,,,,,x,,,,x,,,,,,,Case,Incoming Freshman,,,,
James Madison,5/1/22,,,,,x,x,,,,,,,,,,Shaw,Sophomore,,,,
Lyman Briggs,5/1/22,,,x,,x,x,x,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/22,,,,,,,,,,,x,,,,,Owen,Sophomore,,,,
Business-preference ,6/16/22,,,,,,,,,,,,,,,,Unknown,Unknown,,x,Kiersten,
Electrical Engineer Preference,6/16/22,,,,,,,,,,,,,,Coffee Inhalent Allergy,,Case,Sophomore,,x,Ginger,
Economics,6/20/22,,,,,x,x,,,,,,,,,,Shaw,Sophomore,,,,
,5/1/22,,,,,,,,,,,,x,,,,Holmes,Sophomore,,,,
Criminal Justice,6/22/22,,,,,,,,,x,,,,,Celiac,,Shaw,Sophomore,,,,
Dietetics,6/27/22,,,,,,,,,,,,,,Greasy Foods,Has POTS,Unknown,Unknown,,,,
Civil Engineering Preference,5/1/22,x,,,,x,x,,,,,,,,,,On Campus,Sophomore,,,,
James Madison,6/22/22,,,,,,,,,,x,,,,,,Unknown,Unknown,,,,
Environmental Engin Preference,5/1/22,,,,,,,,,,,,,,"Sugar, Oil",,On Campus,Incoming Freshman,,,,
Lyman Briggs,5/1/22,,,,,x,x,,,,,,,,,,Off Campus,Incoming Freshman,Apartment,,,
Communication Leader & Strategy,5/1/22,x,,x,x,,,,,x,,,,,,,Emmons,Sophomore,,,,
Criminal Justice,5/1/22,,,x,x,,,,,,,x,,,,,Phillips,Sophomore,,,,
Computer Science Preference,5/1/22,,,,,,,,,x,,,,,,,Phillips,Sophomore,,,,
Business-admitted,5/1/22,,x,,,,,,,,,,,,,,Snyder,Sophomore,,,,
Zoology,5/1/22,,,,,,,,,x,,,,,,,Snyder,Incoming Freshman,,,,
Envir Studies & Sustainability,5/1/22,,,,,,,,,x,x,,,,,,Bailey,Incoming Freshman,,x,Lynne,
Business- preference ,7/18/22,,x,,,,,,,,,,,,,,McDonel,Sophomore,,,,
Business-preference ,5/1/22,x,,,,x,,,,,,,,,,,Case,Incoming Freshman,,,,
Business- admitted,5/1/22,,,,,,,,,x,,,,,,,Mason,Incoming Freshman,,,,
Human Biology,5/1/22,,x,,,,,,,,,,,,Apples,,Phillips,Sophomore,,,,
Computer Science Preference,7/21/22,,,,,,,,,x,,,,,,,Holmes,Sophomore,,,,
Criminal Justice,5/1/22,,,,,x,x,x,x,,,,,,"Honey, Caramel, Chocolate, Banana",,McDonel,Sophomore,,,,
,5/1/22,,,,,,,,,,,,x,,,,Emmons,Sophomore,,,,
Physics,5/1/02,,,,,,x,,,,,,,,,,Akers,Incoming Freshman,,,,
,8/4/22,,,,,,,,,,x,,,,wants meal plan exemption,,Emmons,Sophomore,,,,
Sociology,5/1/22,,,,,,,,,,x,,,,,,Mason,Sophomore,,,,
Games And Interactive Media,5/1/22,,,,,x,,,,,,,,,,,Shaw,Freshman,,,,
Business-preference ,8/11/22,,,,,,,,,,,,,,"Gums (xanthan gum, gum arabic, etc)",,McDonel,Sophomore,,,,
,5/1/22,,,,,,x,,,,,,,,,,Holden,Sophomore,,,,
Journalism,5/1/22,,,,,,x,,,,,,,,,,Shaw,Freshman,,,,
,8/10/22,,,,,,,,,,,,,x,,,Shaw,Sophomore,,,,
Exploratory Preference,5/1/22,,,,,,,,,,,x,,,,,Owen,Junior,,,,
Genomics & Molecular Genetics,5/1/22,,x,,,,,,,,,,,,,,Wonders,Sophomore,,,,
,8/17/22,,x,,,,,,,x,,x,,,,,Owen,Freshman,,,,
Economics,8/22/22,,,,,,,,,,,,,,Bland Diet,,Armstrong,Transfer,,,,
Envir Studies & Sustainability,8/21/22,,x,,,,,,x,x,,,,,Processed & Inflammatory Foods (anti-inflammation diet),,Off Campus,Unknown,Apartment,,,
Computer Engineer Preference,8/22/22,,,,,,,,,,,,,,RCPD Referral,,Butterfield,Sophomore,,x,Kiersten,
Hospitality Business,5/1/22,,,,,,,,,x,,,,,,,Van Hoosen,Sophomore,,x,Hannah,
Education,8/22/22,,,,,x,x,x,,,,,,,"Chickpea, lentil",,McDonel,Sophomore,,,,
Dietetics,5/1/22,,x,,,,,,,x,,,,,,,Abbot,Freshman,,,,
Data Science,5/1/22,,,x,x,x,x,x,,,,,,,,,Owen,Senior,,,,
